Threshold_Years,FP_Cost,FN_Cost,Cost_Ratio,Best_Thresh,FP,FN,FP_Rate,FN_Rate,Error_Ratio_FP_to_FN
6,10,90,0.1111111111111111,0.09999999999999999,381,7,0.7161654135338346,0.010835913312693499,54.42857142857143
6,9,91,0.0989010989010989,0.09999999999999999,381,7,0.7161654135338346,0.010835913312693499,54.42857142857143
6,8,92,0.08695652173913043,0.09999999999999999,381,7,0.7161654135338346,0.010835913312693499,54.42857142857143
6,7,93,0.07526881720430108,0.09999999999999999,381,7,0.7161654135338346,0.010835913312693499,54.42857142857143
6,6,94,0.06382978723404255,0.060000000000000005,490,0,0.9210526315789473,0.0,inf
6,5,95,0.05263157894736842,0.060000000000000005,490,0,0.9210526315789473,0.0,inf
6,4,96,0.041666666666666664,0.060000000000000005,490,0,0.9210526315789473,0.0,inf
6,3,97,0.030927835051546393,0.060000000000000005,490,0,0.9210526315789473,0.0,inf
6,2,98,0.02040816326530612,0.060000000000000005,490,0,0.9210526315789473,0.0,inf
6,1,99,0.010101010101010102,0.060000000000000005,490,0,0.9210526315789473,0.0,inf
6,0,100,0.0,0.01,532,0,1.0,0.0,inf
7,100,0,inf,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,99,1,99.0,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,98,2,49.0,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,97,3,32.333333333333336,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,96,4,24.0,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,95,5,19.0,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,94,6,15.666666666666666,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,93,7,13.285714285714286,0.9500000000000001,0,408,0.0,0.7022375215146299,0.0
7,92,8,11.5,0.91,3,369,0.005319148936170213,0.6351118760757315,0.008130081300813009
7,91,9,10.11111111111111,0.91,3,369,0.005319148936170213,0.6351118760757315,0.008130081300813009
7,90,10,9.0,0.9,4,359,0.0070921985815602835,0.6179001721170396,0.011142061281337047
7,89,11,8.090909090909092,0.9,4,359,0.0070921985815602835,0.6179001721170396,0.011142061281337047
7,88,12,7.333333333333333,0.88,7,336,0.012411347517730497,0.5783132530120482,0.020833333333333332
7,87,13,6.6923076923076925,0.8400000000000001,11,307,0.01950354609929078,0.5283993115318416,0.035830618892508145
7,86,14,6.142857142857143,0.79,17,270,0.030141843971631204,0.46471600688468157,0.06296296296296296
7,85,15,5.666666666666667,0.79,17,270,0.030141843971631204,0.46471600688468157,0.06296296296296296
7,84,16,5.25,0.79,17,270,0.030141843971631204,0.46471600688468157,0.06296296296296296
7,83,17,4.882352941176471,0.79,17,270,0.030141843971631204,0.46471600688468157,0.06296296296296296
7,82,18,4.555555555555555,0.79,17,270,0.030141843971631204,0.46471600688468157,0.06296296296296296
